provider,query_id,query,rank,work_id,doi,title,year,work_type,url
OpenAlex,Q06,scientific novelty theory method result measurement,10,https://openalex.org/W2099330597,10.1016/s0048-7333(02)00062-8,Technological transitions as evolutionary reconfiguration processes: a multi-level perspective and a case-study,2002,article,https://doi.org/10.1016/s0048-7333(02)00062-8
OpenAlex,Q06,scientific novelty theory method result measurement,11,https://openalex.org/W2083743389,10.1038/srep05890,The dynamics of correlated novelties,2014,article,https://doi.org/10.1038/srep05890
OpenAlex,Q06,scientific novelty theory method result measurement,12,https://openalex.org/W2964303497,10.3390/electronics8080832,Machine Learning Interpretability: A Survey on Methods and Metrics,2019,article,https://doi.org/10.3390/electronics8080832
OpenAlex,Q06,scientific novelty theory method result measurement,13,https://openalex.org/W2138930657,10.1037/0033-295x.98.2.164,CONSPEC and CONLERN: A two-process theory of infant face recognition.,1991,article,https://doi.org/10.1037/0033-295x.98.2.164
OpenAlex,Q06,scientific novelty theory method result measurement,14,https://openalex.org/W2168029744,10.1214/009053607000000677,Kernel methods in machine learning,2008,article,https://doi.org/10.1214/009053607000000677
OpenAlex,Q06,scientific novelty theory method result measurement,15,https://openalex.org/W2943121181,10.5465/annals.2017.0099,Topic Modeling in Management Research: Rendering New Theory from Textual Data,2019,article,https://doi.org/10.5465/annals.2017.0099
OpenAlex,Q06,scientific novelty theory method result measurement,16,https://openalex.org/W2037917209,10.3758/cabn.8.4.429,"Decision theory, reinforcement learning, and the brain",2008,article,https://doi.org/10.3758/cabn.8.4.429
OpenAlex,Q06,scientific novelty theory method result measurement,17,https://openalex.org/W3132191748,10.1109/jproc.2021.3060483,Explaining Deep Neural Networks and Beyond: A Review of Methods and Applications,2021,article,https://doi.org/10.1109/jproc.2021.3060483
OpenAlex,Q06,scientific novelty theory method result measurement,18,https://openalex.org/W2342925794,10.3758/s13423-015-0999-9,Optimizing performance through intrinsic motivation and attention for learning: The OPTIMAL theory of motor learning,2016,article,https://doi.org/10.3758/s13423-015-0999-9
OpenAlex,Q06,scientific novelty theory method result measurement,19,https://openalex.org/W2791322619,10.1016/j.yfrne.2018.03.001,More than a feeling: A unified view of stress measurement for population science,2018,article,https://doi.org/10.1016/j.yfrne.2018.03.001
OpenAlex,Q06,scientific novelty theory method result measurement,20,https://openalex.org/W4236357753,10.1371/journal.pbio.3000410,The ARRIVE guidelines 2.0: Updated guidelines for reporting animal research,2020,article,https://doi.org/10.1371/journal.pbio.3000410
OpenAlex,Q06,scientific novelty theory method result measurement,21,https://openalex.org/W4320709689,10.1111/1751-7915.14222,Scientific novelty beyond the experiment,2023,article,https://doi.org/10.1111/1751-7915.14222
OpenAlex,Q06,scientific novelty theory method result measurement,22,https://openalex.org/W2103810259,10.1287/orsc.1060.0232,Business Model Design and the Performance of Entrepreneurial Firms,2007,article,https://doi.org/10.1287/orsc.1060.0232
OpenAlex,Q06,scientific novelty theory method result measurement,23,https://openalex.org/W1973324928,10.1038/nrn3939,The dopamine theory of addiction: 40 years of highs and lows,2015,article,https://doi.org/10.1038/nrn3939
OpenAlex,Q06,scientific novelty theory method result measurement,24,https://openalex.org/W2129317794,10.1080/03085149000000006,Regulation theories in retrospect and prospect,1990,article,https://doi.org/10.1080/03085149000000006
OpenAlex,Q06,scientific novelty theory method result measurement,25,https://openalex.org/W2896085285,10.1108/scm-01-2018-0029,The impact of the blockchain on the supply chain: a theory-based research framework and a call for action,2018,article,https://doi.org/10.1108/scm-01-2018-0029
Crossref,Q07,scientific novelty indicator validation expert survey,1,10.1007/s11192-024-05150-9,10.1007/s11192-024-05150-9,An integrated indicator for evaluating scientific papers: considering academic impact and novelty,2024,journal-article,https://doi.org/10.1007/s11192-024-05150-9
Crossref,Q07,scientific novelty indicator validation expert survey,2,10.1016/j.eswa.2011.04.060,10.1016/j.eswa.2011.04.060,"A recognition and novelty detection approach based on Curvelet transform, nonlinear PCA and SVM with application to indicator diagram diagnosis",2011,journal-article,https://doi.org/10.1016/j.eswa.2011.04.060
Crossref,Q07,scientific novelty indicator validation expert survey,3,10.2172/42516,10.2172/42516,Guidelines for the verification and validation of expert system software and conventional software: Survey and documentation of expert system verification and validation methodologies. Volume 3,1995,report,https://doi.org/10.2172/42516
Crossref,Q07,scientific novelty indicator validation expert survey,4,10.1517/14740338.2015.1034104,10.1517/14740338.2015.1034104,14th Annual Meeting of the Safety Pharmacology Society: threading through scientific sessions for originality and novelty,2015,journal-article,https://doi.org/10.1517/14740338.2015.1034104
Crossref,Q07,scientific novelty indicator validation expert survey,5,10.1007/s11192-021-04049-z,10.1007/s11192-021-04049-z,Introducing a novelty indicator for scientific research: validating the knowledge-based combinatorial approach,2021,journal-article,https://doi.org/10.1007/s11192-021-04049-z
Crossref,Q07,scientific novelty indicator validation expert survey,6,10.1111/ejn.70162/v2/review1,10.1111/ejn.70162/v2/review1,"Review for ""Rearing Behavior as Indicator of Spatial Novelty and Memory in Developing Rats""",2025,peer-review,https://doi.org/10.1111/ejn.70162/v2/review1
Crossref,Q07,scientific novelty indicator validation expert survey,7,10.1111/ejn.70162/v1/review2,10.1111/ejn.70162/v1/review2,"Review for ""Rearing Behavior as Indicator of Spatial Novelty and Memory in Developing Rats""",2024,peer-review,https://doi.org/10.1111/ejn.70162/v1/review2
Crossref,Q07,scientific novelty indicator validation expert survey,8,10.1111/ejn.70162/v1/review1,10.1111/ejn.70162/v1/review1,"Review for ""Rearing Behavior as Indicator of Spatial Novelty and Memory in Developing Rats""",2024,peer-review,https://doi.org/10.1111/ejn.70162/v1/review1
Crossref,Q07,scientific novelty indicator validation expert survey,9,10.1111/ejn.70162/v2/review2,10.1111/ejn.70162/v2/review2,"Review for ""Rearing Behavior as Indicator of Spatial Novelty and Memory in Developing Rats""",2025,peer-review,https://doi.org/10.1111/ejn.70162/v2/review2
Crossref,Q07,scientific novelty indicator validation expert survey,10,10.19044/esj.2018.v14n7p156,10.19044/esj.2018.v14n7p156,Influence of Transformational Leadership on Novelty of Product Ideas: Validation of Theoretical Model,2018,journal-article,https://doi.org/10.19044/esj.2018.v14n7p156
Crossref,Q07,scientific novelty indicator validation expert survey,11,10.1111/ejn.70162/v1/decision1,10.1111/ejn.70162/v1/decision1,"Decision letter for ""Rearing Behavior as Indicator of Spatial Novelty and Memory in Developing Rats""",2025,peer-review,https://doi.org/10.1111/ejn.70162/v1/decision1
Crossref,Q07,scientific novelty indicator validation expert survey,12,10.1016/j.eswa.2025.129794,10.1016/j.eswa.2025.129794,A hybrid graph and LLM approach for measuring scientific novelty via knowledge recombination and propagation,2026,journal-article,https://doi.org/10.1016/j.eswa.2025.129794
Crossref,Q07,scientific novelty indicator validation expert survey,13,10.1111/ejn.70162/v2/decision1,10.1111/ejn.70162/v2/decision1,"Decision letter for ""Rearing Behavior as Indicator of Spatial Novelty and Memory in Developing Rats""",2025,peer-review,https://doi.org/10.1111/ejn.70162/v2/decision1
Crossref,Q07,scientific novelty indicator validation expert survey,14,10.1111/ejn.70162/v1/review3,10.1111/ejn.70162/v1/review3,"Review for ""Rearing Behavior as Indicator of Spatial Novelty and Memory in Developing Rats""",2025,peer-review,https://doi.org/10.1111/ejn.70162/v1/review3
Crossref,Q07,scientific novelty indicator validation expert survey,15,10.1111/ejn.70162/v3/decision1,10.1111/ejn.70162/v3/decision1,"Decision letter for ""Rearing Behavior as Indicator of Spatial Novelty and Memory in Developing Rats""",2025,peer-review,https://doi.org/10.1111/ejn.70162/v3/decision1
Crossref,Q07,scientific novelty indicator validation expert survey,16,10.3390/info17030291,10.3390/info17030291,Empirical Validation of Software Engineering Deadpoints: An Expert Practitioner Survey,2026,journal-article,https://doi.org/10.3390/info17030291
Crossref,Q07,scientific novelty indicator validation expert survey,17,10.5194/hess-2016-230-sc2,10.5194/hess-2016-230-sc2,"scientific novelty, aims and scope",2016,peer-review,https://doi.org/10.5194/hess-2016-230-sc2
Crossref,Q07,scientific novelty indicator validation expert survey,18,10.1038/d41586-025-01882-7,10.1038/d41586-025-01882-7,Could a novelty indicator improve science?,2025,journal-article,https://doi.org/10.1038/d41586-025-01882-7
Crossref,Q07,scientific novelty indicator validation expert survey,19,10.18413/2658-6533-2019-5-2-0-7,10.18413/2658-6533-2019-5-2-0-7,Practical aspects of the analysis of pharmaceutical substances by the indicator «bacterial endotoxins»,2019,journal-article,https://doi.org/10.18413/2658-6533-2019-5-2-0-7
Crossref,Q07,scientific novelty indicator validation expert survey,20,10.2172/42513,10.2172/42513,Guidelines for the verification and validation of expert system software and conventional software: Survey and assessment of conventional software verification and validation methods. Volume 2,1995,report,https://doi.org/10.2172/42513
Crossref,Q07,scientific novelty indicator validation expert survey,21,10.1016/j.eswa.2011.04.218,10.1016/j.eswa.2011.04.218,Experiments in term weighting for novelty mining,2011,journal-article,https://doi.org/10.1016/j.eswa.2011.04.218
Crossref,Q07,scientific novelty indicator validation expert survey,22,10.1016/j.eswa.2022.118564,10.1016/j.eswa.2022.118564,Measuring latent combinational novelty of technology,2022,journal-article,https://doi.org/10.1016/j.eswa.2022.118564
Crossref,Q07,scientific novelty indicator validation expert survey,23,10.31080/asor.2025.08.1052,10.31080/asor.2025.08.1052,“Healthify Knee” Exercise Application for People with OA Knee: An Expert Driven Validation Study,2025,journal-article,https://doi.org/10.31080/asor.2025.08.1052
Crossref,Q07,scientific novelty indicator validation expert survey,24,10.56831/psen-03-062,10.56831/psen-03-062,Validation of a Satisfaction Survey using Cronbach's Alpha and Aiken's V: Improving Data Quality,2023,journal-article,https://doi.org/10.56831/psen-03-062
Crossref,Q07,scientific novelty indicator validation expert survey,25,10.1108/oxan-db227823,10.1108/oxan-db227823,Gender inequality is an indicator of conflict risk,2018,other,https://doi.org/10.1108/oxan-db227823
OpenAlex,Q07,scientific novelty indicator validation expert survey,1,https://openalex.org/W2099419573,10.1145/2523813,A survey on concept drift adaptation,2014,article,https://doi.org/10.1145/2523813
OpenAlex,Q07,scientific novelty indicator validation expert survey,2,https://openalex.org/W2099019320,10.1016/s0921-8890(02)00372-x,A survey of socially interactive robots,2003,article,https://doi.org/10.1016/s0921-8890(02)00372-x
OpenAlex,Q07,scientific novelty indicator validation expert survey,3,https://openalex.org/W2964303497,10.3390/electronics8080832,Machine Learning Interpretability: A Survey on Methods and Metrics,2019,article,https://doi.org/10.3390/electronics8080832
OpenAlex,Q07,scientific novelty indicator validation expert survey,4,https://openalex.org/W1998116478,10.1016/j.respol.2014.10.007,Creativity in scientific teams: Unpacking novelty and impact,2014,article,https://doi.org/10.1016/j.respol.2014.10.007
OpenAlex,Q07,scientific novelty indicator validation expert survey,5,https://openalex.org/W3021842026,10.1093/eurheartj/ehs092,European Guidelines on cardiovascular disease prevention in clinical practice (version 2012): The Fifth Joint Task Force of the European Society of Cardiology and Other Societies on Cardiovascular Disease Prevention in Clinical Practice (constituted by representatives of nine societies and by invited experts) * Developed with the special contribution of the European Association for Cardiovascular Prevention &amp; Rehabilitation (EACPR),2012,article,https://doi.org/10.1093/eurheartj/ehs092
OpenAlex,Q07,scientific novelty indicator validation expert survey,6,https://openalex.org/W4313491088,10.1016/j.autcon.2022.104716,Challenges of urban digital twins: A systematic review and a Delphi expert survey,2023,review,https://doi.org/10.1016/j.autcon.2022.104716
OpenAlex,Q07,scientific novelty indicator validation expert survey,7,https://openalex.org/W1964749510,10.3310/hta5310,Design and use of questionnaires: a review of best practice applicable to surveys of health service staff and patients,2001,article,https://doi.org/10.3310/hta5310
OpenAlex,Q07,scientific novelty indicator validation expert survey,8,https://openalex.org/W2324355742,10.5465/amj.2014.0861,Evaluating Novelty: The Role of Panels in the Selection of R&amp;D Projects,2016,article,https://doi.org/10.5465/amj.2014.0861
OpenAlex,Q07,scientific novelty indicator validation expert survey,9,https://openalex.org/W3160121293,10.1016/j.jobe.2021.102704,Circular economy in the building and construction sector: A scientific evolution analysis,2021,article,https://doi.org/10.1016/j.jobe.2021.102704
OpenAlex,Q07,scientific novelty indicator validation expert survey,10,https://openalex.org/W2979666134,10.1162/coli_a_00364,Argument Mining: A Survey,2019,article,https://doi.org/10.1162/coli_a_00364
OpenAlex,Q07,scientific novelty indicator validation expert survey,11,https://openalex.org/W3108671495,10.1109/access.2020.3041951,A Survey on Machine Learning Techniques for Cyber Security in the Last Decade,2020,article,https://doi.org/10.1109/access.2020.3041951
OpenAlex,Q07,scientific novelty indicator validation expert survey,12,https://openalex.org/W2045011071,10.1155/2013/408280,A Survey of Keystroke Dynamics Biometrics,2013,article,https://doi.org/10.1155/2013/408280
OpenAlex,Q07,scientific novelty indicator validation expert survey,13,https://openalex.org/W1864634822,10.3389/fnins.2015.00169,Emerging trends in peer reviewâ€”a survey,2015,article,https://doi.org/10.3389/fnins.2015.00169
OpenAlex,Q07,scientific novelty indicator validation expert survey,14,https://openalex.org/W1584034077,10.1136/jamia.2000.0070416,Methods for the Design and Administration of Web-based Surveys,2000,article,https://doi.org/10.1136/jamia.2000.0070416
OpenAlex,Q07,scientific novelty indicator validation expert survey,15,https://openalex.org/W3122366253,10.1016/j.respol.2015.11.010,Measuring technological novelty with patent-based indicators,2016,article,https://doi.org/10.1016/j.respol.2015.11.010
OpenAlex,Q07,scientific novelty indicator validation expert survey,16,https://openalex.org/W4389885061,10.3390/bioengineering10121435,How Artificial Intelligence Is Shaping Medical Imaging Technology: A Survey of Innovations and Applications,2023,article,https://doi.org/10.3390/bioengineering10121435
OpenAlex,Q07,scientific novelty indicator validation expert survey,17,https://openalex.org/W4391064738,10.1007/s10055-023-00926-5,Evaluation of the novelty effect in immersive Virtual Reality learning experiences,2024,article,https://doi.org/10.1007/s10055-023-00926-5
OpenAlex,Q07,scientific novelty indicator validation expert survey,18,https://openalex.org/W4292092796,10.1145/3556536,Evaluating Recommender Systems: Survey and Framework,2022,article,https://doi.org/10.1145/3556536
OpenAlex,Q07,scientific novelty indicator validation expert survey,19,https://openalex.org/W4360584316,10.1109/tnnls.2023.3250269,"A Survey on Offline Reinforcement Learning: Taxonomy, Review, and Open Problems",2023,article,https://doi.org/10.1109/tnnls.2023.3250269
OpenAlex,Q07,scientific novelty indicator validation expert survey,20,https://openalex.org/W2596664472,10.1007/s10198-017-0871-0,Using health technology assessment to assess the value of new medicines: results of a systematic review and expert consultation across eight European countries,2017,review,https://doi.org/10.1007/s10198-017-0871-0
OpenAlex,Q07,scientific novelty indicator validation expert survey,21,https://openalex.org/W4312179485,10.1111/jvs.13168,Ellenberg‐type indicator values for European vascular plant species,2022,article,https://doi.org/10.1111/jvs.13168
OpenAlex,Q07,scientific novelty indicator validation expert survey,22,https://openalex.org/W1602739543,10.1186/1472-6947-5-23,The GuideLine Implementability Appraisal (GLIA): development of an instrument to identify obstacles to guideline implementation,2005,article,https://doi.org/10.1186/1472-6947-5-23
OpenAlex,Q07,scientific novelty indicator validation expert survey,23,https://openalex.org/W4383605161,10.48550/arxiv.2307.03109,A Survey on Evaluation of Large Language Models,2023,preprint,http://arxiv.org/abs/2307.03109
OpenAlex,Q07,scientific novelty indicator validation expert survey,24,https://openalex.org/W4389681621,10.1111/bjet.13411,"Design and validation of the <scp>AI</scp> literacy questionnaire: The affective, behavioural, cognitive and ethical approach",2023,article,https://doi.org/10.1111/bjet.13411
OpenAlex,Q07,scientific novelty indicator validation expert survey,25,https://openalex.org/W3008137045,10.46830/writn.18.00146,Aqueduct 3.0: Updated Decision-Relevant Global Water Risk Indicators,2019,article,https://doi.org/10.46830/writn.18.00146
Crossref,Q08,novelty interdisciplinarity discriminant validity,1,10.4135/9781412985857.n1,10.4135/9781412985857.n1,"Types of Validity: Construct, Trait, or Discriminant Validity",2001,book-chapter,https://doi.org/10.4135/9781412985857.n1
Crossref,Q08,novelty interdisciplinarity discriminant validity,2,10.4135/9781473978317,10.4135/9781473978317,Discriminant Validity Where There Should Be None,2016,,https://doi.org/10.4135/9781473978317
Crossref,Q08,novelty interdisciplinarity discriminant validity,3,10.4135/9781412983907.n570,10.4135/9781412983907.n570,Discriminant Validity,2005,reference-entry,https://doi.org/10.4135/9781412983907.n570
Crossref,Q08,novelty interdisciplinarity discriminant validity,4,10.4135/9780857020123.n156,10.4135/9780857020123.n156,discriminant validity,2004,reference-entry,https://doi.org/10.4135/9780857020123.n156
Crossref,Q08,novelty interdisciplinarity discriminant validity,5,10.1007/s11192-024-05224-8,10.1007/s11192-024-05224-8,Novelty and interdisciplinarity in criminology: how data-drivenness connects both,2025,journal-article,https://doi.org/10.1007/s11192-024-05224-8
Crossref,Q08,novelty interdisciplinarity discriminant validity,6,10.4135/9781412950589.n248,10.4135/9781412950589.n248,Discriminant Validity,2004,reference-entry,https://doi.org/10.4135/9781412950589.n248
Crossref,Q08,novelty interdisciplinarity discriminant validity,7,10.3390/merits2030015,10.3390/merits2030015,A Construct Validity Study for the Union Intolerance Scale: Convergent-Discriminant Validity and Concurrent Criterion-Related Validity,2022,journal-article,https://doi.org/10.3390/merits2030015
Crossref,Q08,novelty interdisciplinarity discriminant validity,8,10.4135/9781412972024.n764,10.4135/9781412972024.n764,Discriminant Validity,2009,reference-entry,https://doi.org/10.4135/9781412972024.n764
Crossref,Q08,novelty interdisciplinarity discriminant validity,9,10.3390/merits5010005,10.3390/merits5010005,A Construct Validity Study for the Humility at Work Scale: Item-Content Validity and Convergent-Discriminant Validity,2025,journal-article,https://doi.org/10.3390/merits5010005
Crossref,Q08,novelty interdisciplinarity discriminant validity,10,10.13128/smp-17859,10.13128/smp-17859,The Novelty of Phenomenological Sociology and Its Interdisciplinarity. An interview to professor Carlos Belvedere,2016,journal-article,https://doi.org/10.13128/smp-17859
Crossref,Q08,novelty interdisciplinarity discriminant validity,11,10.1037/e518442013-566,10.1037/e518442013-566,Convergent and discriminant validity of employee engagement,2008,dataset,https://doi.org/10.1037/e518442013-566
Crossref,Q08,novelty interdisciplinarity discriminant validity,12,10.1037/e614192009-001,10.1037/e614192009-001,Structural and Discriminant Validity of the CMNI,2009,dataset,https://doi.org/10.1037/e614192009-001
Crossref,Q08,novelty interdisciplinarity discriminant validity,13,10.1016/j.respol.2020.104063,10.1016/j.respol.2020.104063,New and atypical combinations: An assessment of novelty and interdisciplinarity,2020,journal-article,https://doi.org/10.1016/j.respol.2020.104063
Crossref,Q08,novelty interdisciplinarity discriminant validity,14,10.1037/e344012004-001,10.1037/e344012004-001,PAI Construct and Discriminant Validity for University Counseling Center Clients,2003,dataset,https://doi.org/10.1037/e344012004-001
Crossref,Q08,novelty interdisciplinarity discriminant validity,15,10.1037/e518632013-160,10.1037/e518632013-160,Politics and organizational support perceptions: Dimensionality and discriminant validity,2004,dataset,https://doi.org/10.1037/e518632013-160
Crossref,Q08,novelty interdisciplinarity discriminant validity,16,10.1007/978-0-387-78665-0_5506,10.1007/978-0-387-78665-0_5506,Discriminant Validity,2010,book-chapter,https://doi.org/10.1007/978-0-387-78665-0_5506
Crossref,Q08,novelty interdisciplinarity discriminant validity,17,10.1037/e633912013-714,10.1037/e633912013-714,Testing the discriminant validity of dispositional forgiveness measures,2004,dataset,https://doi.org/10.1037/e633912013-714
Crossref,Q08,novelty interdisciplinarity discriminant validity,18,10.1007/978-3-319-28099-8_1298-1,10.1007/978-3-319-28099-8_1298-1,Discriminant Validity,2017,book-chapter,https://doi.org/10.1007/978-3-319-28099-8_1298-1
Crossref,Q08,novelty interdisciplinarity discriminant validity,19,10.1037/e633962013-235,10.1037/e633962013-235,Investigating the discriminant validity of symbolic racism,2006,dataset,https://doi.org/10.1037/e633962013-235
Crossref,Q08,novelty interdisciplinarity discriminant validity,20,10.1007/978-3-319-24612-3_1298,10.1007/978-3-319-24612-3_1298,Discriminant Validity,2020,book-chapter,https://doi.org/10.1007/978-3-319-24612-3_1298
Crossref,Q08,novelty interdisciplinarity discriminant validity,21,10.2514/6.2025-0705,10.2514/6.2025-0705,Semi-Supervised Classification With Novelty Detection Using Support Vector Machines and Linear Discriminant Analysis,2025,proceedings-article,https://doi.org/10.2514/6.2025-0705
Crossref,Q08,novelty interdisciplinarity discriminant validity,22,10.1037/e463442008-067,10.1037/e463442008-067,"Measures of Self-Esteem, Dominance, and Dogmatism: Convergent and Discriminant Validity",1969,dataset,https://doi.org/10.1037/e463442008-067
Crossref,Q08,novelty interdisciplinarity discriminant validity,23,10.1163/9789401202169_009,10.1163/9789401202169_009,HVP Discriminant Validity,2005,book-chapter,https://doi.org/10.1163/9789401202169_009
Crossref,Q08,novelty interdisciplinarity discriminant validity,24,10.21236/ad1013150,10.21236/ad1013150,Examining the Convergent and Discriminant Validity of Visual and Mental Workload Using Ocular Activity Variables,2010,report,https://doi.org/10.21236/ad1013150
Crossref,Q08,novelty interdisciplinarity discriminant validity,25,10.1037/e633942013-457,10.1037/e633942013-457,Evidence for a distinct forgiveness prototype: Convergent and discriminant validity,2005,dataset,https://doi.org/10.1037/e633942013-457
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,1,https://openalex.org/W2979505613,10.1017/cts.2019.402,Measuring quality and outcomes of research collaborations: An integrative review,2019,article,https://doi.org/10.1017/cts.2019.402
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,2,https://openalex.org/W2096294151,10.1016/j.respol.2008.07.013,Against the odds: Small firms in Australia successfully introducing new technology on construction projects,2008,article,https://doi.org/10.1016/j.respol.2008.07.013
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,3,https://openalex.org/W3139048997,10.46328/ijemst.1254,A Systematic Literature Review: Discipline-Specific and General Instructional Practices Fostering the Mathematical Creativity of Students,2021,review,https://doi.org/10.46328/ijemst.1254
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,4,https://openalex.org/W2593707976,10.1007/s11192-017-2449-0,"Mapping patent classifications: portfolio and statistical analysis, and the comparison of strengths and weaknesses",2017,article,https://doi.org/10.1007/s11192-017-2449-0
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,5,https://openalex.org/W4404399347,10.1371/journal.pone.0312938,Measuring qualities needed for interdisciplinary work: The Intellectual Virtues for Interdisciplinary Research Scale (IVIRS),2024,article,https://doi.org/10.1371/journal.pone.0312938
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,6,https://openalex.org/W3014304753,10.1186/s41747-020-00150-9,PRIMAGE project: predictive in silico multiscale analytics to support childhood cancer personalised evaluation empowered by imaging biomarkers,2020,article,https://doi.org/10.1186/s41747-020-00150-9
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,7,https://openalex.org/W3035950354,10.3390/publications8020034,An Empirical Test of the Inter-Relationships between Various Bibliometric Creative Scholarship Indicators,2020,article,https://doi.org/10.3390/publications8020034
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,8,https://openalex.org/W4386501158,10.1016/j.technovation.2023.102858,The consequences of innovation failure: An innovation capabilities and dynamic capabilities perspective,2023,article,https://doi.org/10.1016/j.technovation.2023.102858
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,9,https://openalex.org/W4399445161,10.1073/pnas.2320066121,Promotional language and the adoption of innovative ideas in science,2024,article,https://doi.org/10.1073/pnas.2320066121
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,10,https://openalex.org/W4411841969,10.3389/frai.2025.1615113,Exploring the role of generative AI in international students’ sociocultural adaptation: a cognitive-affective model,2025,article,https://doi.org/10.3389/frai.2025.1615113
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,11,https://openalex.org/W4401097627,10.1111/jpim.12754,Fueling innovation management research: Future directions and five forward‐looking paths,2024,article,https://doi.org/10.1111/jpim.12754
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,12,https://openalex.org/W4392363855,10.1057/s41599-024-02818-8,The multifaceted influence of multidisciplinary background on placement and academic progression of faculty,2024,article,http://dx.doi.org/10.1057/s41599-024-02818-8
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,13,https://openalex.org/W4403405184,10.3389/feduc.2024.1413687,The impact of education for sustainable development on university students’ sustainability behavior: a case study from undergraduate students in Somalia,2024,article,https://doi.org/10.3389/feduc.2024.1413687
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,14,https://openalex.org/W2941890607,10.1108/cdi-09-2018-0246,Moderating role of LMX and proactive coping in the relationship between learning value of the job and employability enhancement among academic staff employees,2019,article,https://doi.org/10.1108/cdi-09-2018-0246
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,15,https://openalex.org/W4410593750,10.1016/j.ecores.2025.100002,The role of digital transformation in shaping academic entrepreneurship,2025,article,https://doi.org/10.1016/j.ecores.2025.100002
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,16,https://openalex.org/W2995007705,10.1162/qss_a_00017,The Multidimensional Research Agendas Inventory—Revised (MDRAI-R): Factors shaping researchers’ research agendas in all fields of knowledge,2019,article,https://doi.org/10.1162/qss_a_00017
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,17,https://openalex.org/W4313824759,10.3390/su15021163,Design Thinking to Envision More Sustainable Technology-Enhanced Teaching for Effective Knowledge Transfer,2023,article,https://doi.org/10.3390/su15021163
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,18,https://openalex.org/W3176608853,10.1111/bjso.12477,"Seeking and avoiding contact with Muslims at a Hijab Stall: Evidence for multilayer, multi‐determined solidarity, courage, apathy, and moral outrage",2021,article,https://doi.org/10.1111/bjso.12477
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,19,https://openalex.org/W4404254772,10.3390/su16229802,Human-Centered Systems Thinking in Technology-Enhanced Sustainable and Inclusive Architectural Design,2024,article,https://doi.org/10.3390/su16229802
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,20,https://openalex.org/W4234657743,10.31234/osf.io/utqf6,An Improved Taxonomy of Creativity Measures Based on Salient Task Attributes,2021,preprint,https://doi.org/10.31234/osf.io/utqf6
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,21,https://openalex.org/W4392593506,10.3389/fpubh.2024.1336028,"Kairos study protocol: a multidisciplinary approach to the study of school timing and its effects on health, well-being and students’ performance",2024,article,https://doi.org/10.3389/fpubh.2024.1336028
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,22,https://openalex.org/W4285732841,10.3390/educsci12070491,"The Relationship between Children’s Trait Emotional Intelligence and the Big Five, Big Two and Big One Personality Traits",2022,article,https://doi.org/10.3390/educsci12070491
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,23,https://openalex.org/W2137008869,,The use of learning styles in adaptive hypermedia,2007,dissertation,https://openalex.org/W2137008869
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,24,https://openalex.org/W4405117257,10.3390/w16233510,Leveraging Loss Aversion and Self-Efficacy: The Role of Water Pricing and Risk in Driving Individual Innovation for Sustainable Water Consumption,2024,article,https://doi.org/10.3390/w16233510
OpenAlex,Q08,novelty interdisciplinarity discriminant validity,25,https://openalex.org/W4205929560,10.3389/fpsyg.2021.802152,The Predictive Effects of Gender and Academic Discipline on Foreign Language Enjoyment of Chinese High School Students,2022,article,https://doi.org/10.3389/fpsyg.2021.802152
Crossref,Q09,semantic novelty scientific publication text embedding,1,10.1016/j.array.2023.100276,10.1016/j.array.2023.100276,SemanticGraph2Vec: Semantic graph embedding for text representation,2023,journal-article,https://doi.org/10.1016/j.array.2023.100276
Crossref,Q09,semantic novelty scientific publication text embedding,2,10.55041/ijsrem64837,10.55041/ijsrem64837,HYBRID WEIGHTED LSA AND EMBEDDING-BASED SEMANTIC TEXT SEGMENTATION FOR ENHANCED DOCUMENT RETRIEVAL,2026,journal-article,https://doi.org/10.55041/ijsrem64837
Crossref,Q09,semantic novelty scientific publication text embedding,3,10.58225/mpmma.2026.848,10.58225/mpmma.2026.848,SEMANTIC NOVELTY DETECTION IN SCIENTIFIC DOCUMENTS USING TRANSFORMER EMBEDDINGS,2026,journal-article,https://doi.org/10.58225/mpmma.2026.848
