id,year,title,domain,primary_field,analysis_community,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,reference_count,source_dataset,legacy_is_landmark,reliable_anchor_source,anchor_policy,primary_topic,community,community_label,display_label,is_closure_node,domain_analysis_end_year,landmark_source
microbiome_metagenomics::https://openalex.org/W2884859931,2018,Drinking Water Nitrate and Human Health: An Updated Review,microbiome_metagenomics,"Health, Toxicology and Mutagenesis",90192669,90792669,0,,W2884859931,10.3390/ijerph15071557,1483,175,openalex_v3_query_core,0,,strict,Water Treatment and Disinfection,90192669,Water Treatment and Disinfection,Water Treatment and Disinfection,0,2025,
microbiome_metagenomics::https://openalex.org/W2949004447,2019,Metagenomic and metabolomic analyses reveal distinct stage-specific phenotypes of the gut microbiota in colorectal cancer,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2949004447,10.1038/s41591-019-0458-7,1475,65,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W1986079650,2014,Inflammatory bowel disease: Pathogenesis,microbiome_metagenomics,Genetics,87892310,88492310,0,,W1986079650,10.3748/wjg.v20.i1.91,1471,96,openalex_v3_anchor_citer,0,,strict,Inflammatory Bowel Disease,87892310,Inflammatory Bowel Disease,Inflammatory Bowel Disease,0,2025,
microbiome_metagenomics::https://openalex.org/W2909812323,2019,Noninvasive Assessment of Liver Disease in Patients With Nonalcoholic Fatty Liver Disease,microbiome_metagenomics,Epidemiology,87926891,88526891,0,,W2909812323,10.1053/j.gastro.2018.12.036,1468,221,openalex_v3_query_core,0,,strict,Liver Disease Diagnosis and Treatment,87926891,Liver Disease Diagnosis and Treatment,Liver Disease Diagnosis and Treatment,0,2025,
microbiome_metagenomics::https://openalex.org/W2912465744,2019,"Gut microbial metabolites in obesity, NAFLD and T2DM",microbiome_metagenomics,Physiology,92406049,93006049,0,,W2912465744,10.1038/s41574-019-0156-z,1461,153,openalex_v3_anchor_citer,0,,strict,Diet and metabolism studies,92406049,Diet and metabolism studies,Diet and metabolism studies,0,2025,
microbiome_metagenomics::https://openalex.org/W2044482540,2012,How glycan metabolism shapes the human gut microbiota,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2044482540,10.1038/nrmicro2746,1449,133,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2091588254,2015,Structure and Function of the Bacterial Root Microbiota in Wild and Domesticated Barley,microbiome_metagenomics,Plant Science,90192404,90792404,0,,W2091588254,10.1016/j.chom.2015.01.011,1449,52,openalex_v3_query_core,0,,strict,Legume Nitrogen Fixing Symbiosis,90192404,Legume Nitrogen Fixing Symbiosis,Legume Nitrogen Fixing Symbiosis,0,2025,
microbiome_metagenomics::https://openalex.org/W2130725058,2014,Potential of fecal microbiota for early‐stage detection of colorectal cancer,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2130725058,10.15252/msb.20145645,1447,99,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2896269751,2018,An insight into gut microbiota and its functionalities,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2896269751,10.1007/s00018-018-2943-4,1440,181,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W3042305844,2020,"A unified catalog of 204,938 reference genomes from the human gut microbiome",microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W3042305844,10.1038/s41587-020-0603-3,1438,80,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W3015020049,2020,SCFA: mechanisms and functional importance in the gut,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W3015020049,10.1017/s0029665120006916,1437,182,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2281227836,2016,Microbial Hub Taxa Link Host and Abiotic Factors to Plant Microbiome Variation,microbiome_metagenomics,Plant Science,87875675,88475675,0,,W2281227836,10.1371/journal.pbio.1002352,1430,88,openalex_v3_query_core,0,,strict,Plant-Microbe Interactions and Immunity,87875675,Plant-Microbe Interactions and Immunity,Plant-Microbe Interactions and Immunity,0,2025,
microbiome_metagenomics::https://openalex.org/W2795321853,2018,Microbial interactions within the plant holobiont,microbiome_metagenomics,Plant Science,87875675,88475675,0,,W2795321853,10.1186/s40168-018-0445-0,1422,242,openalex_v3_query_core,0,,strict,Plant-Microbe Interactions and Immunity,87875675,Plant-Microbe Interactions and Immunity,Plant-Microbe Interactions and Immunity,0,2025,
microbiome_metagenomics::https://openalex.org/W2024969564,2014,A Selected Core Microbiome Drives the Early Stages of Three Popular Italian Cheese Manufactures,microbiome_metagenomics,Food Science,87892438,88492438,0,,W2024969564,10.1371/journal.pone.0089680,1416,62,openalex_v3_query_core,0,,strict,Probiotics and Fermented Foods,87892438,Probiotics and Fermented Foods,Probiotics and Fermented Foods,0,2025,
microbiome_metagenomics::https://openalex.org/W2156975150,2014,"Unifying the analysis of high-throughput sequencing datasets: characterizing RNA-seq, 16S rRNA gene sequencing and selective growth experiments by compositional data analysis",microbiome_metagenomics,Artificial Intelligence,92388757,92988757,0,,W2156975150,10.1186/2049-2618-2-15,1413,108,openalex_v3_query_core,0,,strict,Geochemistry and Geologic Mapping,92388757,Geochemistry and Geologic Mapping,Geochemistry and Geologic Mapping,0,2025,
microbiome_metagenomics::https://openalex.org/W2078455937,2015,Metabolite-sensing receptors GPR43 and GPR109A facilitate dietary fibre-induced gut homeostasis through regulation of the inflammasome,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2078455937,10.1038/ncomms7734,1413,49,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W1996933969,2010,"The two mucus layers of colon are organized by the MUC2 mucin, whereas the outer layer is a legislator of host–microbial interactions",microbiome_metagenomics,Food Science,87892438,88492438,0,,W1996933969,10.1073/pnas.1006451107,1411,51,openalex_v3_anchor_citer,0,,strict,Probiotics and Fermented Foods,87892438,Probiotics and Fermented Foods,Probiotics and Fermented Foods,0,2025,
microbiome_metagenomics::https://openalex.org/W2096160104,2014,Exercise and associated dietary extremes impact on gut microbial diversity,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2096160104,10.1136/gutjnl-2013-306541,1409,59,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2104846587,2015,Big Data: Astronomical or Genomical?,microbiome_metagenomics,Molecular Biology,94773874,95373874,0,,W2104846587,10.1371/journal.pbio.1002195,1409,37,openalex_v3_query_core,0,,strict,"Genetics, Bioinformatics, and Biomedical Research",94773874,"Genetics, Bioinformatics, and Biomedical Research","Genetics, Bioinformatics, and Biomedical Research",0,2025,
microbiome_metagenomics::https://openalex.org/W2140233939,2014,Transkingdom Control of Microbiota Diurnal Oscillations Promotes Metabolic Homeostasis,microbiome_metagenomics,Biological Psychiatry,90174726,90774726,0,,W2140233939,10.1016/j.cell.2014.09.048,1402,52,openalex_v3_anchor_citer,0,,strict,Tryptophan and brain disorders,90174726,Tryptophan and brain disorders,Tryptophan and brain disorders,0,2025,
microbiome_metagenomics::https://openalex.org/W2527872371,2016,Signals from the gut microbiota to distant organs in physiology and disease,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2527872371,10.1038/nm.4185,1399,151,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2601068128,2017,The microbiota of the respiratory tract: gatekeeper to respiratory health,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2601068128,10.1038/nrmicro.2017.14,1395,192,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2755291024,2017,The Role of Soil Microorganisms in Plant Mineral Nutrition—Current Knowledge and Future Directions,microbiome_metagenomics,Plant Science,87875675,88475675,0,,W2755291024,10.3389/fpls.2017.01617,1393,199,openalex_v3_query_core,0,,strict,Plant-Microbe Interactions and Immunity,87875675,Plant-Microbe Interactions and Immunity,Plant-Microbe Interactions and Immunity,0,2025,
microbiome_metagenomics::https://openalex.org/W2120950548,2010,Intestinal Goblet Cells and Mucins in Health and Disease: Recent Insights and Progress,microbiome_metagenomics,Molecular Biology,87977720,88577720,0,,W2120950548,10.1007/s11894-010-0131-2,1392,83,openalex_v3_anchor_citer,0,,strict,Glycosylation and Glycoproteins Research,87977720,Glycosylation and Glycoproteins Research,Glycosylation and Glycoproteins Research,0,2025,
microbiome_metagenomics::https://openalex.org/W3118579072,2021,Gut microbiota composition reflects disease severity and dysfunctional immune responses in patients with COVID-19,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W3118579072,10.1136/gutjnl-2020-323020,1391,47,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2618503740,2017,The immune response to <i>Prevotella</i> bacteria in chronic inflammatory disease,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2618503740,10.1111/imm.12760,1383,105,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2913972921,2019,A new genomic blueprint of the human gut microbiota,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2913972921,10.1038/s41586-019-0965-1,1382,84,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2927453907,2019,Meta-analysis of fecal metagenomes reveals global microbial signatures that are specific for colorectal cancer,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2927453907,10.1038/s41591-019-0406-6,1380,87,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2809439583,2018,"Human gut microbiome: hopes, threats and promises",microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2809439583,10.1136/gutjnl-2018-316723,1378,138,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W1577822803,2015,High-Throughput Sequencing Technologies,microbiome_metagenomics,Molecular Biology,87874888,88474888,0,,W1577822803,10.1016/j.molcel.2015.05.004,1377,116,openalex_v3_anchor_citer,0,,strict,Genomics and Phylogenetic Studies,87874888,Genomics and Phylogenetic Studies,Genomics and Phylogenetic Studies,0,2025,
microbiome_metagenomics::https://openalex.org/W2990249310,2019,The Integrative Human Microbiome Project,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2990249310,10.1038/s41586-019-1238-8,1376,90,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2087278385,2014,Gut microbiome of the Hadza hunter-gatherers,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2087278385,10.1038/ncomms4654,1375,55,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W4385302529,2023,"CheckM2: a rapid, scalable and accurate tool for assessing microbial genome quality using machine learning",microbiome_metagenomics,Molecular Biology,87874888,88474888,0,,W4385302529,10.1038/s41592-023-01940-w,1373,38,openalex_v3_query_core,0,,strict,Genomics and Phylogenetic Studies,87874888,Genomics and Phylogenetic Studies,Genomics and Phylogenetic Studies,0,2025,
microbiome_metagenomics::https://openalex.org/W2568184332,2017,Where less may be more: how the rare biosphere pulls ecosystems strings,microbiome_metagenomics,Ecology,90244150,90844150,0,,W2568184332,10.1038/ismej.2016.174,1371,101,openalex_v3_query_core,0,,strict,Microbial Community Ecology and Physiology,90244150,Microbial Community Ecology and Physiology,Microbial Community Ecology and Physiology,0,2025,
microbiome_metagenomics::https://openalex.org/W2778416039,2017,Gut microbiota in the pathogenesis of inflammatory bowel disease,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2778416039,10.1007/s12328-017-0813-5,1371,114,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2092696502,2010,Individuality in gut microbiota composition is a complex polygenic trait shaped by multiple environmental and host genetic factors,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2092696502,10.1073/pnas.1007028107,1369,58,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2581406049,2017,Microbiota Transfer Therapy alters gut ecosystem and improves gastrointestinal and autism symptoms: an open-label study,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2581406049,10.1186/s40168-016-0225-7,1367,81,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2163940893,2012,Symptomatic atherosclerosis is associated with an altered gut metagenome,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2163940893,10.1038/ncomms2266,1366,48,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2756958651,2017,"Strains, functions and dynamics in the expanded Human Microbiome Project",microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2756958651,10.1038/nature23889,1366,70,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2168249366,2013,EMPeror: a tool for visualizing high-throughput microbial community data,microbiome_metagenomics,Ecology,90244150,90844150,0,,W2168249366,10.1186/2047-217x-2-16,1353,21,openalex_v3_query_core,0,,strict,Microbial Community Ecology and Physiology,90244150,Microbial Community Ecology and Physiology,Microbial Community Ecology and Physiology,0,2025,
microbiome_metagenomics::https://openalex.org/W2976007626,2019,Gut microbiota in colorectal cancer: mechanisms of action and clinical applications,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2976007626,10.1038/s41575-019-0209-8,1353,272,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2952437732,2019,Macronutrient metabolism by the human gut microbiome: major fermentation by-products and their impact on host health,microbiome_metagenomics,Physiology,92406049,93006049,0,,W2952437732,10.1186/s40168-019-0704-8,1352,189,openalex_v3_query_core,0,,strict,Diet and metabolism studies,92406049,Diet and metabolism studies,Diet and metabolism studies,0,2025,
microbiome_metagenomics::https://openalex.org/W3004085469,2020,Multiple elements of soil biodiversity drive ecosystem functions across biomes,microbiome_metagenomics,Plant Science,87944052,88544052,0,,W3004085469,10.1038/s41559-019-1084-y,1347,51,openalex_v3_query_core,0,,strict,Mycorrhizal Fungi and Plant Interactions,87944052,Mycorrhizal Fungi and Plant Interactions,Mycorrhizal Fungi and Plant Interactions,0,2025,
microbiome_metagenomics::https://openalex.org/W4321611856,2023,Extending and improving metagenomic taxonomic profiling with uncharacterized species using MetaPhlAn 4,microbiome_metagenomics,Molecular Biology,87874888,88474888,0,,W4321611856,10.1038/s41587-023-01688-w,1344,102,openalex_v3_query_core,0,,strict,Genomics and Phylogenetic Studies,87874888,Genomics and Phylogenetic Studies,Genomics and Phylogenetic Studies,0,2025,
microbiome_metagenomics::https://openalex.org/W2162667876,2015,"Error filtering, pair assembly and error correction for next-generation sequencing reads",microbiome_metagenomics,Molecular Biology,87874888,88474888,0,,W2162667876,10.1093/bioinformatics/btv401,1342,22,openalex_v3_query_core,0,,strict,Genomics and Phylogenetic Studies,87874888,Genomics and Phylogenetic Studies,Genomics and Phylogenetic Studies,0,2025,
microbiome_metagenomics::https://openalex.org/W2026347365,2011,Environmental and Gut Bacteroidetes: The Food Connection,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2026347365,10.3389/fmicb.2011.00093,1341,249,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2963252488,2019,Mode of Action of Microbial Biological Control Agents Against Plant Diseases: Relevance Beyond Efficacy,microbiome_metagenomics,Plant Science,87875675,88475675,0,,W2963252488,10.3389/fpls.2019.00845,1332,97,openalex_v3_query_core,0,,strict,Plant-Microbe Interactions and Immunity,87875675,Plant-Microbe Interactions and Immunity,Plant-Microbe Interactions and Immunity,0,2025,
microbiome_metagenomics::https://openalex.org/W2615010047,2017,The threat of antimicrobial resistance in developing countries: causes and control strategies,microbiome_metagenomics,Applied Microbiology and Biotechnology,88013226,88613226,0,,W2615010047,10.1186/s13756-017-0208-x,1324,67,openalex_v3_query_core,0,,strict,Antibiotic Use and Resistance,88013226,Antibiotic Use and Resistance,Antibiotic Use and Resistance,0,2025,
microbiome_metagenomics::https://openalex.org/W3127656915,2021,"VirSorter2: a multi-classifier, expert-guided approach to detect diverse DNA and RNA viruses",microbiome_metagenomics,Ecology,90123375,90723375,0,,W3127656915,10.1186/s40168-020-00990-y,1324,76,openalex_v3_query_core,0,,strict,Bacteriophages and microbial interactions,90123375,Bacteriophages and microbial interactions,Bacteriophages and microbial interactions,0,2025,
microbiome_metagenomics::https://openalex.org/W2022904272,2013,The plant microbiome,microbiome_metagenomics,Plant Science,87875675,88475675,0,,W2022904272,10.1186/gb-2013-14-6-209,1317,112,openalex_v3_query_core,0,,strict,Plant-Microbe Interactions and Immunity,87875675,Plant-Microbe Interactions and Immunity,Plant-Microbe Interactions and Immunity,0,2025,
microbiome_metagenomics::https://openalex.org/W2178425989,2015,Metagenomic analysis of faecal microbiome as a tool towards targeted non-invasive biomarkers for colorectal cancer,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2178425989,10.1136/gutjnl-2015-309800,1317,46,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2345813655,2016,Culturing of ‘unculturable’ human microbiota reveals novel taxa and extensive sporulation,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2345813655,10.1038/nature17645,1317,41,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2148103005,2015,How informative is the mouse for human gut microbiota research?,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2148103005,10.1242/dmm.017400,1314,159,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2160806376,2010,Assessment of psychotropic-like properties of a probiotic formulation (<i>Lactobacillus helveticus</i>R0052 and<i>Bifidobacterium longum</i>R0175) in rats and human subjects,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2160806376,10.1017/s0007114510004319,1312,83,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2012365024,2014,Bacterial phylogeny structures soil resistomes across habitats,microbiome_metagenomics,Genetics,90243760,90843760,0,,W2012365024,10.1038/nature13377,1309,43,openalex_v3_query_core,0,,strict,Evolution and Genetic Dynamics,90243760,Evolution and Genetic Dynamics,Evolution and Genetic Dynamics,0,2025,
microbiome_metagenomics::https://openalex.org/W2001561488,2014,Identification and assembly of genomes and genetic elements in complex metagenomic samples without using reference genomes,microbiome_metagenomics,Molecular Biology,87874888,88474888,0,,W2001561488,10.1038/nbt.2939,1308,53,openalex_v3_anchor_citer,0,,strict,Genomics and Phylogenetic Studies,87874888,Genomics and Phylogenetic Studies,Genomics and Phylogenetic Studies,0,2025,
microbiome_metagenomics::https://openalex.org/W2530283331,2016,A phylum-level phylogenetic classification of zygomycete fungi based on genome-scale data,microbiome_metagenomics,Plant Science,87944052,88544052,0,,W2530283331,10.3852/16-042,1308,103,openalex_v3_query_core,0,,strict,Mycorrhizal Fungi and Plant Interactions,87944052,Mycorrhizal Fungi and Plant Interactions,Mycorrhizal Fungi and Plant Interactions,0,2025,
microbiome_metagenomics::https://openalex.org/W2461853012,2016,Alterations of the human gut microbiome in multiple sclerosis,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2461853012,10.1038/ncomms12015,1305,69,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2050116248,2014,Using the class 1 integron-integrase gene as a proxy for anthropogenic pollution,microbiome_metagenomics,Molecular Medicine,87892444,88492444,0,,W2050116248,10.1038/ismej.2014.226,1302,115,openalex_v3_query_core,0,,strict,Antibiotic Resistance in Bacteria,87892444,Antibiotic Resistance in Bacteria,Antibiotic Resistance in Bacteria,0,2025,
microbiome_metagenomics::https://openalex.org/W4200564640,2021,BUSCO: Assessing Genomic Data Quality and Beyond,microbiome_metagenomics,Molecular Biology,87874888,88474888,0,,W4200564640,10.1002/cpz1.323,1302,44,openalex_v3_query_core,0,,strict,Genomics and Phylogenetic Studies,87874888,Genomics and Phylogenetic Studies,Genomics and Phylogenetic Studies,0,2025,
microbiome_metagenomics::https://openalex.org/W2036495967,2015,"The composition of the gut microbiota throughout life, with an emphasis on early life",microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2036495967,10.3402/mehd.v26.26050,1292,219,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W3096865429,2020,"Polycyclic Aromatic Hydrocarbons: Sources, Toxicity, and Remediation Approaches",microbiome_metagenomics,Pollution,87926501,88526501,0,,W3096865429,10.3389/fmicb.2020.562813,1286,173,openalex_v3_query_core,0,,strict,Microbial bioremediation and biosurfactants,87926501,Microbial bioremediation and biosurfactants,Microbial bioremediation and biosurfactants,0,2025,
microbiome_metagenomics::https://openalex.org/W2969443468,2019,KEGG Mapper for inferring cellular functions from protein sequences,microbiome_metagenomics,Molecular Biology,87874888,88474888,0,,W2969443468,10.1002/pro.3711,1283,14,openalex_v3_query_core,0,,strict,Genomics and Phylogenetic Studies,87874888,Genomics and Phylogenetic Studies,Genomics and Phylogenetic Studies,0,2025,
microbiome_metagenomics::https://openalex.org/W2089212356,2013,Habitat degradation impacts black howler monkey ( <i>Alouatta pigra</i> ) gastrointestinal microbiomes,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2089212356,10.1038/ismej.2013.16,1282,73,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W1538298176,2011,Beyond the Venn diagram: the hunt for a core microbiome,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W1538298176,10.1111/j.1462-2920.2011.02585.x,1280,58,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W3107083588,2020,Gut microbiota-derived metabolites as central regulators in metabolic disorders,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W3107083588,10.1136/gutjnl-2020-323071,1280,118,openalex_v3_query_core,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2236507608,2016,Geographic patterns of co-occurrence network topological features for soil microbiota at continental scale in eastern China,microbiome_metagenomics,Ecology,90244150,90844150,0,,W2236507608,10.1038/ismej.2015.261,1278,46,openalex_v3_query_core,0,,strict,Microbial Community Ecology and Physiology,90244150,Microbial Community Ecology and Physiology,Microbial Community Ecology and Physiology,0,2025,
microbiome_metagenomics::https://openalex.org/W2070826422,2015,Ecology and exploration of the rare biosphere,microbiome_metagenomics,Ecology,90244150,90844150,0,,W2070826422,10.1038/nrmicro3400,1274,186,openalex_v3_anchor_citer,0,,strict,Microbial Community Ecology and Physiology,90244150,Microbial Community Ecology and Physiology,Microbial Community Ecology and Physiology,0,2025,
microbiome_metagenomics::https://openalex.org/W1951069276,2015,Host Biology in Light of the Microbiome: Ten Principles of Holobionts and Hologenomes,microbiome_metagenomics,Plant Science,92440500,93040500,0,,W1951069276,10.1371/journal.pbio.1002226,1271,185,openalex_v3_query_core,0,,strict,Plant Parasitism and Resistance,92440500,Plant Parasitism and Resistance,Plant Parasitism and Resistance,0,2025,
microbiome_metagenomics::https://openalex.org/W2789740507,2018,Impact of the Gut Microbiota on Intestinal Immunity Mediated by Tryptophan Metabolism,microbiome_metagenomics,Biological Psychiatry,90174726,90774726,0,,W2789740507,10.3389/fcimb.2018.00013,1269,217,openalex_v3_query_core,0,,strict,Tryptophan and brain disorders,90174726,Tryptophan and brain disorders,Tryptophan and brain disorders,0,2025,
microbiome_metagenomics::https://openalex.org/W2101821016,2012,High-Coverage ITS Primers for the DNA-Based Identification of Ascomycetes and Basidiomycetes in Environmental Samples,microbiome_metagenomics,Plant Science,87944052,88544052,0,,W2101821016,10.1371/journal.pone.0040863,1264,55,openalex_v3_query_core,0,,strict,Mycorrhizal Fungi and Plant Interactions,87944052,Mycorrhizal Fungi and Plant Interactions,Mycorrhizal Fungi and Plant Interactions,0,2025,
microbiome_metagenomics::https://openalex.org/W2790056846,2018,Age and Age-Related Diseases: Role of Inflammation Triggers and Cytokines,microbiome_metagenomics,Molecular Biology,90123768,90723768,0,,W2790056846,10.3389/fimmu.2018.00586,1263,484,openalex_v3_query_core,0,,strict,Inflammasome and immune disorders,90123768,Inflammasome and immune disorders,Inflammasome and immune disorders,0,2025,
microbiome_metagenomics::https://openalex.org/W2514983714,2016,Uncovering Earth’s virome,microbiome_metagenomics,Ecology,90123375,90723375,0,,W2514983714,10.1038/nature19094,1260,67,openalex_v3_query_core,0,,strict,Bacteriophages and microbial interactions,90123375,Bacteriophages and microbial interactions,Bacteriophages and microbial interactions,0,2025,
microbiome_metagenomics::https://openalex.org/W2156591001,2012,Defining the human microbiome,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2156591001,10.1111/j.1753-4887.2012.00493.x,1258,79,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2766754487,2017,Proteobacteria: A Common Factor in Human Diseases,microbiome_metagenomics,Molecular Biology,87875544,88475544,0,,W2766754487,10.1155/2017/9351507,1257,84,openalex_v3_anchor_citer,0,,strict,Gut microbiota and health,87875544,Gut microbiota and health,Gut microbiota and health,0,2025,
microbiome_metagenomics::https://openalex.org/W2797402052,2018,The Brain-Gut-Microbiome Axis,microbiome_metagenomics,Physiology,92406049,93006049,0,,W2797402052,10.1016/j.jcmgh.2018.04.003,1257,198,openalex_v3_query_core,0,,strict,Diet and metabolism studies,92406049,Diet and metabolism studies,Diet and metabolism studies,0,2025,
