feature_id,canonical_name_en,scope_role,maximum_information_time,formula_text,article_level,publication_time_computable,uses_future_information,english_fulltext_verified,dimension_id,dimension_mapping_provenance,recovery_provenance
EF0343,Research-question framing,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD049,session_exact_broad_t0,codex_session_log_structured_output
EF0344,Research-question type,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD049,session_exact_broad_t0,codex_session_log_structured_output
EF0345,Research-site control,context_control,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD057,session_exact_broad_t0,codex_session_log_structured_output
EF0346,Research type,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD048,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0347,Researcher-participant role overlap,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD048,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0348,Researcher reflexivity,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD020,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0349,Review conceptual-definition ambiguity,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD049,session_exact_broad_t0,codex_session_log_structured_output
EF0350,Review conceptual/methodological/practical inconsistency,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD060,session_exact_broad_t0,codex_session_log_structured_output
EF0351,Review data-extraction standardization,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD060,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0352,Review data-extraction/synthesis adequacy,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD060,session_exact_broad_t0,codex_session_log_structured_output
EF0353,Review eligibility criteria,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD050,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0354,Review evidence synthesis,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD060,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0355,Review heterogeneity assessment,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD050,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0356,Review-methodological consistency,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD060,session_exact_broad_t0,codex_session_log_structured_output
EF0357,Review practical challenges,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD060,session_exact_broad_t0,codex_session_log_structured_output
EF0358,Review protocol adherence,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD059,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0359,Review protocol registration timing,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD059,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0360,Review protocol/reporting consistency,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD059,session_exact_broad_t0,codex_session_log_structured_output
EF0361,Review quality-appraisal adequacy,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD060,session_exact_broad_t0,codex_session_log_structured_output
EF0362,Review registration,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD060,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0363,Review rigor/replicability/documentation barriers,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD060,session_exact_broad_t0,codex_session_log_structured_output
EF0364,Review search-source breadth,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD059,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0365,Review search strategy,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD059,session_exact_broad_t0,codex_session_log_structured_output
EF0366,Review search-strategy transparency,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD059,session_exact_broad_t0,codex_session_log_structured_output
EF0367,Review selection-process bias,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD050,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0368,Reviewer methodological training,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD035,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0369,Reviewer subjectivity,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD050,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0370,Rise of research teams,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD048,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0371,Risk of bias,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD011,session_exact_broad_t0,codex_session_log_structured_output
EF0372,Scientific creativity,direct_innovation,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD052,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0373,Scientific novelty,direct_innovation,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD052,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0374,Scientific paper quality,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD025,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0375,Scientific-validity assessment framework,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD033,session_exact_broad_t0,codex_session_log_structured_output
EF0376,Scientific writing,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD053,session_exact_broad_t0,codex_session_log_structured_output
EF0377,SCOTI score,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD056,session_exact_broad_t0,codex_session_log_structured_output
EF0378,Search-method reporting quality,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD059,session_exact_broad_t0,codex_session_log_structured_output
EF0379,Selection-bias risk,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD050,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0380,Shared-data content,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD017,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0381,Social-network-analysis measures,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD015,session_exact_broad_t0,codex_session_log_structured_output
EF0382,Socioeconomic-benefit quantification,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD019,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0383,Species-interaction reporting completeness,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD047,session_exact_broad_t0,codex_session_log_structured_output
EF0384,Spin bias,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD011,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0385,Statistical-analysis and reporting error burden,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD055,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0386,Statistical-analysis validity,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD055,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0387,Statistical power,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD055,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0388,Statistical precision,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD055,session_exact_broad_t0,codex_session_log_structured_output
EF0389,Statistical significance of results,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD055,session_exact_broad_t0,codex_session_log_structured_output
EF0390,Study design,context_control,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD057,session_exact_broad_t0,codex_session_log_structured_output
EF0391,Study-design adjustment covariate,context_control,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD057,session_exact_broad_t0,codex_session_log_structured_output
EF0392,Study design and quality,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD056,session_exact_broad_t0,codex_session_log_structured_output
EF0393,Study geographic region,context_control,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD057,session_exact_broad_t0,codex_session_log_structured_output
EF0394,Study measurement-tool type,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD033,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0395,Study quality,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD025,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0396,Study sample characteristics,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD051,session_exact_broad_t0,codex_session_log_structured_output
EF0397,Study sample size,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD051,session_exact_broad_t0,codex_session_log_structured_output
EF0398,Study sampling location,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD051,session_exact_broad_t0,codex_session_log_structured_output
EF0399,Study-site environmental context,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD058,session_exact_broad_t0,codex_session_log_structured_output
EF0400,Study spatial scale,context_control,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD058,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0401,Study sponsor identity,context_control,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD023,session_exact_broad_t0,codex_session_log_structured_output
EF0402,Study validity,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD033,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0403,Subject-classification code,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD026,session_exact_broad_t0,codex_session_log_structured_output
EF0404,Surgeon expertise and training,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD035,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0405,Surgical innovation reporting,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD047,session_exact_broad_t0,codex_session_log_structured_output
EF0406,Systematic-review methodological quality,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD060,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0407,Systematic-review methodology,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD060,session_exact_broad_t0,codex_session_log_structured_output
EF0408,Systematic-review methodology predictor,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD060,session_exact_broad_t0,codex_session_log_structured_output
EF0409,Systematic-review quality,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD060,session_exact_broad_t0,codex_session_log_structured_output
EF0410,Systematic-review reporting quality,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD060,session_exact_broad_t0,codex_session_log_structured_output
EF0411,Systematic-review rigor,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD059,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0412,Systematic-review risk of bias,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD060,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0413,Teacher-education manuscript quality,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD025,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0414,Team expertise,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD061,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0415,Technique-description reporting,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD034,session_exact_broad_t0,codex_session_log_structured_output
EF0416,Tenure-system context,t0_opportunity,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD041,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0417,Tenure timing,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD017,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0418,Theoretical perspective,context_control,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD063,session_exact_broad_t0,codex_session_log_structured_output
EF0419,Title length,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD062,session_exact_broad_t0,codex_session_log_structured_output
EF0420,Title punctuation,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD062,session_exact_broad_t0,codex_session_log_structured_output
EF0421,Title syntactic form,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD062,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0422,Title writing quality,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD053,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0423,Topic interdisciplinarity,direct_innovation,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD028,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0424,Topic interdisciplinarity measure,direct_innovation,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD028,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0425,Topic orientation,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD063,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0426,Topic redundancy,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD064,session_exact_broad_t0,codex_session_log_structured_output
EF0427,Topical diversity,direct_innovation,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD029,session_exact_broad_t0,codex_session_log_structured_output
EF0428,Trial-enrolment geography,t0_opportunity,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD058,session_exact_broad_t0,codex_session_log_structured_output
EF0429,User-based evaluation practice,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD021,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0430,Winner's-curse bias,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD011,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0431,Writing clarity,t0_substantive,unverified_without_fulltext,Not available without verified full text.,1,0,0,0,CD053,deterministic_reconstruction_excluded_from_broad_t0,codex_session_log_structured_output
EF0432,Writing-component frequency,t0_substantive,T0,Not explicitly reported for this mention in the verified evidence.,1,1,0,0,CD053,session_exact_broad_t0,codex_session_log_structured_output
