id,year,title,domain,primary_field,display_community,is_landmark,anchor_label,short_id,doi,cited_by_count,primary_topic,community,community_label,display_label,domain_analysis_end_year
graphene_2d_materials::https://openalex.org/W2037472984,2009,Cationic surfactant mediated exfoliation of graphite into graphene flakes,graphene_2d_materials,Graphene / Chemistry,100936,0,,W2037472984,10.1016/j.carbon.2009.07.049,303,Graphene research and applications,936,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W2133786853,2009,Electronic Cooling in Graphene,graphene_2d_materials,Graphene / Optical,100941,0,,W2133786853,10.1103/physrevlett.102.206410,300,Graphene research and applications,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W2076803624,2009,Thermopower and Nernst effect in graphene in a magnetic field,graphene_2d_materials,Graphene / Quantum,100005,0,,W2076803624,10.1103/physrevb.80.081413,299,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2081207534,2009,Anisotropic mechanical properties of graphene sheets from molecular dynamics,graphene_2d_materials,Graphene / Chemistry,100784,0,,W2081207534,10.1016/j.physb.2009.11.071,297,Graphene research and applications,784,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W2116562468,2009,Giant Magnetoresistance in Ultrasmall Graphene Based Devices,graphene_2d_materials,Graphene / Physics,100938,0,,W2116562468,10.1103/physrevlett.102.136810,297,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W1994112538,2009,Microstructuring of Graphene Oxide Nanosheets Using Direct Laser Writing,graphene_2d_materials,Graphene / Oxide,100004,0,,W1994112538,10.1002/adma.200901942,295,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2055141604,2009,Properties of Waterborne Polyurethane/Functionalized Graphene Sheet Nanocomposites Prepared by an in situ Method,graphene_2d_materials,Graphene / Oxide,100004,0,,W2055141604,10.1002/macp.200900157,295,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2010792827,2009,Topological Frustration in Graphene Nanoflakes: Magnetic Order and Spin Logic Devices,graphene_2d_materials,Graphene / Physics,100938,0,,W2010792827,10.1103/physrevlett.102.157201,294,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W2071121647,2009,Aqueous‐Processable Noncovalent Chemically Converted Graphene–Quantum Dot Composites for Flexible and Transparent Optoelectronic Films,graphene_2d_materials,Sub / Graphene,100509,0,,W2071121647,10.1002/adma.200902871,294,Quantum Dots Synthesis And Properties,509,Sub / Graphene,,2014
graphene_2d_materials::https://openalex.org/W1902346400,2009,Etching of Graphene Devices with a Helium Ion Beam,graphene_2d_materials,Graphene / Physics,100938,0,,W1902346400,10.1021/nn900744z,293,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W1999203358,2009,Spin-Orbit-Mediated Spin Relaxation in Graphene,graphene_2d_materials,Graphene / Quantum,100005,0,,W1999203358,10.1103/physrevlett.103.146801,293,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W1990220295,2009,Electrochemical determination of NADH and ethanol based on ionic liquid-functionalized graphene,graphene_2d_materials,Graphene / Applications,100945,0,,W1990220295,10.1016/j.bios.2009.11.009,293,Electrochemical sensors and biosensors,945,Graphene / Applications,,2014
graphene_2d_materials::https://openalex.org/W2021070072,2009,Small scale effect on vibration of embedded multilayered graphene sheets based on nonlocal continuum models,graphene_2d_materials,Carbon / Nanotubes,100002,0,,W2021070072,10.1016/j.physleta.2009.01.030,292,Nonlocal and gradient elasticity in micro/nano structures,476,Carbon / Nanotubes,Carbon / Nanotubes,2014
graphene_2d_materials::https://openalex.org/W2064979991,2009,The electronic properties of graphene and carbon nanotubes,graphene_2d_materials,Graphene / Quantum,100005,0,,W2064979991,10.1038/asiamat.2009.1,291,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2028015891,2009,Phonon renormalization in doped bilayer graphene,graphene_2d_materials,Graphene / Raman,100931,0,,W2028015891,10.1103/physrevb.79.155417,291,Graphene research and applications,931,Graphene / Raman,,2014
graphene_2d_materials::https://openalex.org/W2139509575,2009,Nanodroplet Activated and Guided Folding of Graphene Nanostructures,graphene_2d_materials,Graphene / Physics,100938,0,,W2139509575,10.1021/nl9019616,290,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W1973978474,2009,"High-Contrast Visualization of Graphene Oxide on Dye-Sensitized Glass, Quartz, and Silicon by Fluorescence Quenching",graphene_2d_materials,Graphene / Chemistry,100936,0,,W1973978474,10.1021/ja9055382,290,Graphene research and applications,936,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W2158110719,2009,Atomic Hydrogen Adsorbate Structures on Graphene,graphene_2d_materials,Graphene / Physics,100937,0,,W2158110719,10.1021/ja902714h,289,Graphene research and applications,937,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W2033100963,2009,Aqueous-phase exfoliation of graphite in the presence of polyvinylpyrrolidone for the production of water-soluble graphenes,graphene_2d_materials,Graphene / Chemistry,100936,0,,W2033100963,10.1016/j.ssc.2009.09.018,289,Graphene research and applications,936,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W2007114278,2009,A theoretical study on the interaction of aromatic amino acids with graphene and single walled carbon nanotube,graphene_2d_materials,Carbon / Nanotubes,100002,0,,W2007114278,10.1063/1.3079096,288,Carbon Nanotubes in Composites,476,Carbon / Nanotubes,Carbon / Nanotubes,2014
graphene_2d_materials::https://openalex.org/W1993666566,2009,Four-Terminal Magneto-Transport in Graphene p-n Junctions Created by Spatially Selective Doping,graphene_2d_materials,Graphene / Quantum,100005,0,,W1993666566,10.1021/nl900203n,286,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2025256044,2009,Charge Transfer Chemical Doping of Few Layer Graphenes: Charge Distribution and Band Gap Formation,graphene_2d_materials,Graphene / Raman,100931,0,,W2025256044,10.1021/nl902362q,286,Graphene research and applications,931,Graphene / Raman,,2014
graphene_2d_materials::https://openalex.org/W1978940877,2009,Prediction of Young’s modulus of graphene sheets and carbon nanotubes using nanoscale continuum mechanics approach,graphene_2d_materials,Carbon / Nanotubes,100002,0,,W1978940877,10.1016/j.matdes.2009.07.058,285,Carbon Nanotubes in Composites,476,Carbon / Nanotubes,Carbon / Nanotubes,2014
graphene_2d_materials::https://openalex.org/W2034115249,2009,Sandwiched Graphene−Membrane Superstructures,graphene_2d_materials,Graphene / Applications,100945,0,,W2034115249,10.1021/nn9015778,284,Graphene and Nanomaterials Applications,945,Graphene / Applications,,2014
graphene_2d_materials::https://openalex.org/W2041400078,2009,Graphene‐Based Actuators,graphene_2d_materials,Graphene / Oxide,100004,0,,W2041400078,10.1002/smll.200901877,282,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W1966062300,2009,Layer-by-Layer Self-Assembly of Graphene Nanoplatelets,graphene_2d_materials,Graphene / Oxide,100004,0,,W1966062300,10.1021/la900126g,281,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2051365563,2009,Dielectric Screening Enhanced Performance in Graphene FET,graphene_2d_materials,Graphene / Quantum,100005,0,,W2051365563,10.1021/nl900725u,279,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W1988988043,2009,Novel Magnetic Properties of Graphene: Presence of Both Ferromagnetic and Antiferromagnetic Features and Other Aspects,graphene_2d_materials,Graphene / Physics,100938,0,,W1988988043,10.1021/jp903397u,278,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W2077793170,2009,Dependence of electronic properties of epitaxial few-layer graphene on the number of layers investigated by photoelectron emission microscopy,graphene_2d_materials,Graphene / Physics,100937,0,,W2077793170,10.1103/physrevb.79.125437,278,Graphene research and applications,937,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W2073006654,2009,High-Throughput Synthesis of Graphene by Intercalation−Exfoliation of Graphite Oxide and Study of Ionic Screening in Graphene Transistor,graphene_2d_materials,Graphene / Chemistry,100936,0,,W2073006654,10.1021/nn901111s,276,Graphene research and applications,936,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W1967905705,2009,Metal decorated graphene nanosheets as immobilization matrix for amperometric glucose biosensor,graphene_2d_materials,Graphene / Applications,100945,0,,W1967905705,10.1016/j.snb.2009.11.022,276,Electrochemical sensors and biosensors,945,Graphene / Applications,,2014
graphene_2d_materials::https://openalex.org/W1994057837,2009,Stable dispersions of graphene and highly conducting graphene films: a new approach to creating colloids of graphene monolayers,graphene_2d_materials,Graphene / Oxide,100004,0,,W1994057837,10.1039/b907723e,275,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W1968786426,2009,Large-Area Chemically Modified Graphene Films: Electrophoretic Deposition and Characterization by Soft X-ray Absorption Spectroscopy,graphene_2d_materials,Graphene / Oxide,100004,0,,W1968786426,10.1021/cm901554p,275,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2106466443,2009,"Synthesis, Transfer, and Devices of Single- and Few-Layer Graphene by Chemical Vapor Deposition",graphene_2d_materials,Graphene / Chemical,100943,0,,W2106466443,10.1109/tnano.2009.2013620,274,Graphene research and applications,943,Graphene / Chemical,,2014
graphene_2d_materials::https://openalex.org/W1964205479,2009,Electronic doping and scattering by transition metals on graphene,graphene_2d_materials,Graphene / Optical,100941,0,,W1964205479,10.1103/physrevb.80.075406,273,Graphene research and applications,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W2060223813,2009,"Graphene with structure-induced spin-orbit coupling: Spin-polarized states, spin zero modes, and quantum Hall effect",graphene_2d_materials,Graphene / Quantum,100005,0,,W2060223813,10.1103/physrevb.79.161409,273,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2103996100,2009,Quantum Manifestations of Graphene Edge Stress and Edge Instability: A First-Principles Study,graphene_2d_materials,Graphene / Physics,100938,0,,W2103996100,10.1103/physrevlett.102.166404,271,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W2003900824,2009,Vibrational properties of graphene and graphene layers,graphene_2d_materials,Graphene / Raman,100931,0,,W2003900824,10.1002/jrs.2321,269,Graphene research and applications,931,Graphene / Raman,,2014
graphene_2d_materials::https://openalex.org/W2125661072,2009,A Strategy for Producing Pure Single‐Layer Graphene Sheets Based on a Confined Self‐Assembly Approach,graphene_2d_materials,Graphene / Oxide,100004,0,,W2125661072,10.1002/anie.200902365,269,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2020951599,2009,Electronic structures of zigzag graphene nanoribbons with edge hydrogenation and oxidation,graphene_2d_materials,Graphene / Physics,100938,0,,W2020951599,10.1103/physrevb.79.165440,269,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W1987727864,2009,Small scale effect on the buckling of single-layered graphene sheets under biaxial compression via nonlocal continuum mechanics,graphene_2d_materials,Carbon / Nanotubes,100002,0,,W1987727864,10.1016/j.commatsci.2009.08.001,268,Nonlocal and gradient elasticity in micro/nano structures,476,Carbon / Nanotubes,Carbon / Nanotubes,2014
graphene_2d_materials::https://openalex.org/W2068527442,2009,Factors influencing graphene growth on metal surfaces,graphene_2d_materials,Graphene / Chemical,100943,0,,W2068527442,10.1088/1367-2630/11/6/063046,266,Graphene research and applications,943,Graphene / Chemical,,2014
graphene_2d_materials::https://openalex.org/W2095907979,2009,On the universal ac optical background in graphene,graphene_2d_materials,Graphene / Optical,100941,0,,W2095907979,10.1088/1367-2630/11/9/095013,266,Graphene research and applications,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W2073257140,2009,A theoretical study on thermoelectric properties of graphene nanoribbons,graphene_2d_materials,Graphene / Quantum,100005,0,,W2073257140,10.1063/1.3171933,265,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W1893785353,2009,Screening-induced temperature-dependent transport in two-dimensional graphene,graphene_2d_materials,Graphene / Quantum,100005,0,,W1893785353,10.1103/physrevb.79.165404,265,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2070159335,2009,Electrochemical Gate-Controlled Charge Transport in Graphene in Ionic Liquid and Aqueous Solution,graphene_2d_materials,Graphene / Quantum,100005,0,,W2070159335,10.1021/ja9041862,265,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2093663293,2009,Polyaniline electrochromic devices with transparent graphene electrodes,graphene_2d_materials,Graphene / Oxide,100004,0,,W2093663293,10.1016/j.electacta.2009.08.063,264,Conducting polymers and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2026127350,2009,In situ observation of graphene sublimation and multi-layer edge reconstructions,graphene_2d_materials,Graphene / Physics,100938,0,,W2026127350,10.1073/pnas.0905193106,263,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W2160426934,2009,Adsorption of formaldehyde molecule on the intrinsic and Al-doped graphene: A first principle study,graphene_2d_materials,Graphene / Sensors,100930,0,,W2160426934,10.1016/j.commatsci.2009.05.017,262,Graphene research and applications,930,Graphene / Sensors,,2014
graphene_2d_materials::https://openalex.org/W2071237909,2009,Graphene to graphane: a theoretical study,graphene_2d_materials,Graphene / Physics,100938,0,,W2071237909,10.1088/0957-4484/20/46/465704,262,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W2077028922,2009,Electronics and Magnetism of Patterned Graphene Nanoroads,graphene_2d_materials,Graphene / Physics,100938,0,,W2077028922,10.1021/nl803622c,261,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W1503159136,2009,Ultraviolet Raman microscopy of single and multilayer graphene,graphene_2d_materials,Graphene / Raman,100931,0,,W1503159136,10.1063/1.3197065,259,Graphene research and applications,931,Graphene / Raman,,2014
graphene_2d_materials::https://openalex.org/W2169170077,2009,NONLINEAR MECHANICS OF SINGLE-ATOMIC-LAYER GRAPHENE SHEETS,graphene_2d_materials,Graphene / Chemistry,100784,0,,W2169170077,10.1142/s1758825109000228,257,Graphene research and applications,784,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W2022831380,2009,Gate-controlled nonvolatile graphene-ferroelectric memory,graphene_2d_materials,Graphene / Quantum,100005,0,,W2022831380,10.1063/1.3119215,256,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2086087682,2009,Quantum Goos-Hänchen Effect in Graphene,graphene_2d_materials,Graphene / Quantum,100005,0,,W2086087682,10.1103/physrevlett.102.146804,256,Quantum and electron transport phenomena,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2125167511,2009,Nonvolatile resistive switching in graphene oxide thin films,graphene_2d_materials,Graphene / Oxide,100004,0,,W2125167511,10.1063/1.3271177,256,Advanced Memory and Neural Computing,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2165515931,2009,Structure and Electronic Properties of Graphene Nanoislands on Co(0001),graphene_2d_materials,Graphene / Chemical,100943,0,,W2165515931,10.1021/nl900927f,255,Graphene research and applications,943,Graphene / Chemical,,2014
graphene_2d_materials::https://openalex.org/W1994993541,2009,Graphene-based modified electrode for the direct electron transfer of Cytochrome c and biosensing,graphene_2d_materials,Graphene / Applications,100945,0,,W1994993541,10.1016/j.elecom.2009.11.020,255,Electrochemical sensors and biosensors,945,Graphene / Applications,,2014
graphene_2d_materials::https://openalex.org/W1967907544,2009,Graphene–nanocrystalline metal sulphide composites produced by a one-pot reaction starting from graphite oxide,graphene_2d_materials,Sub / Graphene,100509,0,,W1967907544,10.1016/j.carbon.2009.03.055,255,Quantum Dots Synthesis And Properties,509,Sub / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2143717061,2009,Compact Physics-Based Circuit Models for Graphene Nanoribbon Interconnects,graphene_2d_materials,Graphene / Physics,100938,0,,W2143717061,10.1109/ted.2009.2026122,255,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W2152945497,2009,Adsorbates on graphene: Impurity states and electron scattering,graphene_2d_materials,Graphene / Quantum,100005,0,,W2152945497,10.1016/j.cplett.2009.06.005,254,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W1965403869,2009,Electrophoretic deposition of graphene nanosheets on nickel foams for electrochemical capacitors,graphene_2d_materials,Materials / Graphene,100929,0,,W1965403869,10.1016/j.jpowsour.2009.11.057,251,Supercapacitor Materials and Fabrication,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2003937905,2009,Functionalized Graphene Sheet Colloids for Enhanced Fuel/Propellant Combustion,graphene_2d_materials,Graphene / Oxide,100004,0,,W2003937905,10.1021/nn901006w,251,Energetic Materials and Combustion,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2042779133,2009,Emerging Zero Modes for Graphene in a Periodic Potential,graphene_2d_materials,Graphene / Chemical,100943,0,,W2042779133,10.1103/physrevlett.103.046809,251,Graphene research and applications,943,Graphene / Chemical,,2014
graphene_2d_materials::https://openalex.org/W2010066072,2009,Al doped graphene: A promising material for hydrogen storage at room temperature,graphene_2d_materials,Carbon / Nanotubes,100002,0,,W2010066072,10.1063/1.3103327,250,Hydrogen Storage and Materials,476,Carbon / Nanotubes,Carbon / Nanotubes,2014
graphene_2d_materials::https://openalex.org/W2145746172,2009,Enhancement of Chemical Activity in Corrugated Graphene,graphene_2d_materials,Graphene / Quantum,100005,0,,W2145746172,10.1021/jp905702e,249,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2167344613,2009,Symmetry Breaking of Graphene Monolayers by Molecular Decoration,graphene_2d_materials,Graphene / Raman,100931,0,,W2167344613,10.1103/physrevlett.102.135501,248,Graphene research and applications,931,Graphene / Raman,,2014
graphene_2d_materials::https://openalex.org/W1978839416,2009,Strong nonlinear optical response of graphene in the terahertz regime,graphene_2d_materials,Graphene / Optical,100941,0,,W1978839416,10.1063/1.3205115,248,Graphene research and applications,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W2081970423,2009,Morphological and physical properties of a thermoplastic polyurethane reinforced with functionalized graphene sheet,graphene_2d_materials,Graphene / Oxide,100004,0,,W2081970423,10.1002/pi.2549,248,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2080284466,2009,The effect of vacuum annealing on graphene,graphene_2d_materials,Graphene / Raman,100931,0,,W2080284466,10.1002/jrs.2485,246,Graphene research and applications,931,Graphene / Raman,,2014
graphene_2d_materials::https://openalex.org/W2077783523,2009,Electron spin relaxation in graphene: The role of the substrate,graphene_2d_materials,Graphene / Quantum,100005,0,,W2077783523,10.1103/physrevb.80.041405,246,Quantum and electron transport phenomena,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2147398712,2009,Carrier recombination and generation rates for intravalley and intervalley phonon scattering in graphene,graphene_2d_materials,Graphene / Optical,100941,0,,W2147398712,10.1103/physrevb.79.115447,246,Graphene research and applications,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W3102699940,2009,Etching of Graphene Devices with a Helium Ion Beam,graphene_2d_materials,Graphene / Physics,100938,0,,W3102699940,,245,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W2050618383,2009,Buckling resistant graphene nanocomposites,graphene_2d_materials,Graphene / Oxide,100004,0,,W2050618383,10.1063/1.3269637,243,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2159651170,2009,Scanning Tunneling Microscopy Characterization of the Electrical Properties of Wrinkles in Exfoliated Graphene Monolayers,graphene_2d_materials,Graphene / Quantum,100005,0,,W2159651170,10.1021/nl902729p,243,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2165265568,2009,Thermosensitive graphene nanocomposites formed using pyrene‐terminal polymers made by RAFT polymerization,graphene_2d_materials,Graphene / Applications,100945,0,,W2165265568,10.1002/pola.23802,242,Graphene research and applications,945,Graphene / Applications,,2014
graphene_2d_materials::https://openalex.org/W1964757535,2009,Large‐Scale Synthesis of Few‐Layered Graphene using CVD,graphene_2d_materials,Graphene / Raman,100931,0,,W1964757535,10.1002/cvde.200806737,239,Graphene research and applications,931,Graphene / Raman,,2014
graphene_2d_materials::https://openalex.org/W2055413753,2009,Electronic Structure of Few-Layer Epitaxial Graphene on Ru(0001),graphene_2d_materials,Graphene / Chemical,100943,0,,W2055413753,10.1021/nl901040v,238,Graphene research and applications,943,Graphene / Chemical,,2014
graphene_2d_materials::https://openalex.org/W2054111968,2009,Linear scaling between momentum and spin scattering in graphene,graphene_2d_materials,Graphene / Quantum,100005,0,,W2054111968,10.1103/physrevb.80.241403,238,Graphene research and applications,932,Graphene / Quantum,Graphene / Quantum,2014
graphene_2d_materials::https://openalex.org/W2041870626,2009,Reduction Kinetics of Graphene Oxide Determined by Electrical Transport Measurements and Temperature Programmed Desorption,graphene_2d_materials,Graphene / Oxide,100004,0,,W2041870626,10.1021/jp904396j,238,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2081398967,2009,Logic gates with a single graphene transistor,graphene_2d_materials,Graphene / Optical,100941,0,,W2081398967,10.1063/1.3079663,237,Graphene research and applications,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W2092157292,2010,A consistent and accurate<i>ab initio</i>parametrization of density functional dispersion correction (DFT-D) for the 94 elements H-Pu,graphene_2d_materials,Carbon / Nanotubes,100002,0,,W2092157292,10.1063/1.3382344,55828,Advanced Chemical Physics Studies,476,Carbon / Nanotubes,Carbon / Nanotubes,2014
graphene_2d_materials::https://openalex.org/W2140746165,2010,Improved Synthesis of Graphene Oxide,graphene_2d_materials,Graphene / Oxide,100004,0,,W2140746165,10.1021/nn1006368,11781,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W1976156302,2010,"Graphene and Graphene Oxide: Synthesis, Properties, and Applications",graphene_2d_materials,Graphene / Oxide,100944,0,,W1976156302,10.1002/adma.201001068,10409,Graphene research and applications,944,Graphene / Oxide,,2014
graphene_2d_materials::https://openalex.org/W2097773259,2010,Roll-to-roll production of 30-inch graphene films for transparent electrodes,graphene_2d_materials,Graphene / Chemical,100943,0,,W2097773259,10.1038/nnano.2010.132,8059,Graphene research and applications,943,Graphene / Chemical,,2014
graphene_2d_materials::https://openalex.org/W2108102346,2010,Graphene photonics and optoelectronics,graphene_2d_materials,Graphene / Optical,100941,0,,W2108102346,10.1038/nphoton.2010.186,7644,Graphene research and applications,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W2170539287,2010,Boron nitride substrates for high-quality graphene electronics,graphene_2d_materials,Sub / Materials,100003,0,,W2170539287,10.1038/nnano.2010.172,7007,Graphene research and applications,933,Sub / Materials,Sub / Materials,2014
graphene_2d_materials::https://openalex.org/W4211172053,2010,Graphene transistors,graphene_2d_materials,Graphene / Optical,100941,0,,W4211172053,10.1038/nnano.2010.89,5183,Graphene research and applications,941,Graphene / Optical,,2014
graphene_2d_materials::https://openalex.org/W2119989570,2010,Nitrogen-Doped Graphene as Efficient Metal-Free Electrocatalyst for Oxygen Reduction in Fuel Cells,graphene_2d_materials,Graphene / Chemistry,100477,0,,W2119989570,10.1021/nn901850u,3925,Electrocatalysts for Energy Conversion,477,Graphene / Chemistry,,2014
graphene_2d_materials::https://openalex.org/W2140372631,2010,Atomically precise bottom-up fabrication of graphene nanoribbons,graphene_2d_materials,Graphene / Physics,100938,0,,W2140372631,10.1038/nature09211,3634,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W2014442686,2010,Recent advances in graphene based polymer composites,graphene_2d_materials,Graphene / Oxide,100004,0,,W2014442686,10.1016/j.progpolymsci.2010.07.005,3360,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2109807803,2010,Graphene/Polymer Nanocomposites,graphene_2d_materials,Graphene / Oxide,100004,0,,W2109807803,10.1021/ma100572e,3310,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2133020370,2010,Graphene oxide as a chemically tunable platform for optical applications,graphene_2d_materials,Quantum / Graphene,100855,0,,W2133020370,10.1038/nchem.907,3309,Graphene research and applications,855,Quantum / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2007328737,2010,Structural Defects in Graphene,graphene_2d_materials,Graphene / Physics,100938,0,,W2007328737,10.1021/nn102598m,3296,Graphene research and applications,938,Graphene / Physics,,2014
graphene_2d_materials::https://openalex.org/W2029066016,2010,Self-Assembled Graphene Hydrogel <i>via</i> a One-Step Hydrothermal Process,graphene_2d_materials,Materials / Graphene,100929,0,,W2029066016,10.1021/nn101187z,3225,Supercapacitor Materials and Fabrication,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2078119700,2010,Perspectives on Carbon Nanotubes and Graphene Raman Spectroscopy,graphene_2d_materials,Graphene / Raman,100931,0,,W2078119700,10.1021/nl904286r,3196,Carbon Nanotubes in Composites,931,Graphene / Raman,,2014
graphene_2d_materials::https://openalex.org/W2003408860,2010,Graphene-Based Supercapacitor with an Ultrahigh Energy Density,graphene_2d_materials,Materials / Graphene,100929,0,,W2003408860,10.1021/nl102661q,3167,Supercapacitor Materials and Fabrication,929,Materials / Graphene,,2014
graphene_2d_materials::https://openalex.org/W2121621337,2010,Graphene Based Electrochemical Sensors and Biosensors: A Review,graphene_2d_materials,Graphene / Applications,100945,0,,W2121621337,10.1002/elan.200900571,3104,Electrochemical sensors and biosensors,945,Graphene / Applications,,2014
graphene_2d_materials::https://openalex.org/W2156575365,2010,Graphene-based polymer nanocomposites,graphene_2d_materials,Graphene / Oxide,100004,0,,W2156575365,10.1016/j.polymer.2010.11.042,3078,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W2129479958,2010,"Graphene Oxide, Highly Reduced Graphene Oxide, and Graphene: Versatile Building Blocks for Carbon‐Based Materials",graphene_2d_materials,Graphene / Oxide,100004,0,,W2129479958,10.1002/smll.200901934,2788,Graphene research and applications,927,Graphene / Oxide,Graphene / Oxide,2014
graphene_2d_materials::https://openalex.org/W1967883617,2010,Architecture of graphdiyne nanoscale films,graphene_2d_materials,Carbon / Graphene,100000,0,,W1967883617,10.1039/b922733d,2775,Graphene research and applications,942,Carbon / Graphene,Carbon / Graphene,2014
graphene_2d_materials::https://openalex.org/W2011759111,2010,Toxicity of Graphene and Graphene Oxide Nanowalls Against Bacteria,graphene_2d_materials,Graphene / Applications,100945,0,,W2011759111,10.1021/nn101390x,2583,Graphene and Nanomaterials Applications,945,Graphene / Applications,,2014
